"key","contexto","uso","es","en"
"t_393e15c21dd5","2daParte:Acto3/HabitacionLilith2/MisionVolver","Objetivo de mision","VUELVE A LA FOGATA A VER QUE HA OCURRIDO","GO BACK TO THE CAMPFIRE AND SEE WHAT HAPPENED"
"t_0ba61aa32a73","2daParte:Acto3/HabitacionLilith2/MochilaRecoger","Dialogo","Has recogido la mochila","You picked up the backpack"
"t_91fe032b208a","2daParte:Acto3/InvernaderoPorDentro/DeltaLilithInvernadero","Dialogo","Buenos días Lilith, dime… ¿has visto a Gamma por aquí?","Good morning, Lilith, tell me… have you seen Gamma around here?"
"t_1652e3521fc0","2daParte:Acto3/InvernaderoPorDentro/DeltaLilithInvernadero","Opcion de dialogo","No, no la he visto hoy… ¿por qué?","No, I haven't seen her today… why?"
"t_687d801e120d","2daParte:Acto3/InvernaderoPorDentro/DeltaLilithInvernadero","Opcion de dialogo","¿Está pasando algo con ella?","Is something going on with her?"
"t_6eb8ca11b37e","2daParte:Acto3/InvernaderoPorDentro/DeltaLilithInvernadero","Opcion de dialogo","No… ¿debería preocuparme?","No… should I be worried?"
"t_a91a2eb5d898","2daParte:Acto3/InvernaderoPorDentro/DeltaLilithInvernadero","Dialogo","Si la ves dímelo, necesito hablar con ella","If you see her, tell me, I need to talk to her"
"t_dfa85580f0dc","2daParte:Acto3/InvernaderoPorDentro/DeltaLilithInvernadero","Dialogo","¿Vale…?","Okay…?"
"t_27633efc184e","2daParte:Acto3/InvernaderoPorDentro/DeltaLilithInvernadero","Dialogo","Por cierto, pásate por la zona de cabañas, me preguntaron por ti.","By the way, stop by the cabins, they were asking about you."
"t_a4cbd21f4a3d","2daParte:Acto3/InvernaderoPorDentro/DeltaLilithInvernadero (+5)","Nombre de hablante","Delta","Delta"
"t_fac930cd4147","2daParte:Acto3/InvernaderoPorDentro/MisionVolverALasCasas","Objetivo de mision","VE HACIA LA ZONA DE LAS CASAS","HEAD TOWARD THE HOUSES"
"t_5e1f55ab69f0","2daParte:Acto3/InvernaderoPorDentro/NiraLilithInvernadero","Dialogo","No… no puede ser… ¿dónde estás? ¡¿Dónde estás?!","No… it can't be… where are you? Where are you?!"
"t_8c4191aa9fde","2daParte:Acto3/InvernaderoPorDentro/NiraLilithInvernadero","Dialogo","Nira… ¿estás bien?","Nira… are you okay?"
"t_622a4159c308","2daParte:Acto3/InvernaderoPorDentro/NiraLilithInvernadero","Dialogo","No. No estoy bien. Cael me pidió hierba lunar para preparar los ungüentos de esta tarde y no la encuentro.","No. I'm not okay. Cael asked me for moonherb to prepare this afternoon's salves and I can't find it."
"t_73e8815fa9cb","2daParte:Acto3/InvernaderoPorDentro/NiraLilithInvernadero","Dialogo","¿Se ha perdido?","Is it lost?"
"t_7b34d877dedf","2daParte:Acto3/InvernaderoPorDentro/NiraLilithInvernadero","Dialogo","No lo sé. Tal vez alguien la tomó sin avisarme. Tal vez la movieron.","I don't know. Maybe someone took it without telling me. Maybe they moved it."
"t_d10164324702","2daParte:Acto3/InvernaderoPorDentro/NiraLilithInvernadero","Dialogo","O… tal vez la mezclé con otras. Es que todas se parecen cuando se secan y… ahora no sé qué es qué.","Or… maybe I mixed it in with the others. They all look alike once they're dried and… now I don't know what's what."
"t_1d0969b95f0b","2daParte:Acto3/InvernaderoPorDentro/NiraLilithInvernadero","Dialogo","¿Quieres que te ayude a buscarla?","Do you want me to help you look for it?"
"t_5bda965902ce","2daParte:Acto3/InvernaderoPorDentro/NiraLilithInvernadero","Dialogo","Sí… por favor. No quiero decepcionarlos otra vez. Tiene como una textura sedosa y las hojas curvadas.","Yes… please. I don't want to let them down again. It has a sort of silky texture and curved leaves."
"t_95778a77f721","2daParte:Acto3/InvernaderoPorDentro/NiraLilithInvernadero2","Dialogo","Creo que esta es la hierba lunar…","I think this one is the moonherb…"
"t_98270f227bdf","2daParte:Acto3/InvernaderoPorDentro/NiraLilithInvernadero2","Dialogo","¡Sí! Sí, esta es… ¿cómo la reconociste tan rápido?","Yes! Yes, that's it… how did you recognize it so fast?"
"t_0096db70c70e","2daParte:Acto3/InvernaderoPorDentro/NiraLilithInvernadero2","Dialogo","Tengo un don.","I have a gift."
"t_162247a7d063","2daParte:Acto3/InvernaderoPorDentro/NiraLilithInvernadero2","Dialogo","No sabes lo que me ayudas… A veces siento que… todo esto me sobrepasa.","You've no idea how you help me… Sometimes I feel like… all this is too much for me."
"t_92d53ec301ee","2daParte:Acto3/InvernaderoPorDentro/NiraLilithInvernadero2","Dialogo","Quiero hacerlo bien, de verdad, pero tengo miedo constante de fallar.","I want to do it right, I really do, but I'm constantly afraid of failing."
"t_8f734aa99fe1","2daParte:Acto3/InvernaderoPorDentro/NiraLilithInvernadero2","Dialogo","(Lilith recibe un abrazo de Nira)","(Nira pulls Lilith into a hug)"
"t_f5806c3a5adc","2daParte:Acto3/InvernaderoPorDentro/NiraLilithInvernadero2","Dialogo","Gracias Lilith.","Thank you, Lilith."
"t_8a1941bee5e0","2daParte:Acto3/InvernaderoPorDentro/Nota16","Nota de lore","Fecha: 12 de Septiembre de 2024 
Para: Alpha  

Alpha, las últimas muestras de la raíz son alarmantes. Al Gran Árbol no le queda mucho tiempo. El Néctar estándar que destilamos de las capas superficiales ya no es suficiente para mantener el tejido vivo; la tierra de este valle se está agotando y la estructura biológica del núcleo está colapsando. 

Los pequeños rituales solo sirven como parches temporales. Si queremos salvar el proyecto, consolidar nuestro poder y asegurar el futuro de nuestra gran familia, necesitamos un catalizador diferente. Un sacrificio de alto calibre. Una mente con una conductividad emocional pura y devastada que se entregue por completo a la raíz central para revitalizar el flujo.","Date: September 12, 2024 
To: Alpha  

Alpha, the latest root samples are alarming. The Great Tree does not have much time left. The standard Nectar we distill from the surface layers is no longer enough to keep the tissue alive; the soil of this valley is running out and the biological structure of the core is collapsing. 

The small rituals only work as temporary patches. If we want to save the project, consolidate our power and secure the future of our great Family, we need a different catalyst. A sacrifice of high caliber. A mind with pure, devastated emotional conductivity that surrenders itself completely to the central root to revitalize the flow."
"t_bc6ea3971532","2daParte:Acto3/InvernaderoPorDentro/PuzzlePlantas/PuzzlePlantas","Mensaje de puzle","Tipo incorrecto","Wrong type"
"t_151ccfa5436e","2daParte:Acto3/Jardinería y pesca/FinMisionPurificarPlantas","Objetivo de mision","VUELVE A TU CASA Y HABLA CON ALPHA","GO BACK HOME AND TALK TO ALPHA"
"t_6845ed6c01d7","2daParte:Acto3/Jardinería y pesca/JesalDialogoJYP","Dialogo","¡Lilith! Justo pensaba en ti. ¿Ves? Las semillas de Hespérides ya están brotando. Es un milagro cotidiano.","Lilith! I was just thinking about you. See? The Hesperides seeds are already sprouting. An everyday miracle."
"t_32a382fd8590","2daParte:Acto3/Jardinería y pesca/JesalDialogoJYP","Dialogo","Mira a este pequeño. Es la alegría de Amara. Lo cuido yo mientras ella descansa.","Look at this little guy. He's Amara's joy. I look after him while she rests."
"t_18816feddd0a","2daParte:Acto3/Jardinería y pesca/JesalDialogoJYP","Dialogo","Dice que el bebé patea de emoción cada vez que Nube salta cerca de su vientre","She says the baby kicks with excitement every time Nube hops near her belly"
"t_567b96ad4591","2daParte:Acto3/Jardinería y pesca/JesalDialogoJYP","Dialogo","Es... un vínculo tan puro, ¿no crees? Como un presagio de la nueva vida que viene.","It's... such a pure bond, don't you think? Like an omen of the new life that's coming."
"t_79b068646c62","2daParte:Acto3/Jardinería y pesca/JesalDialogoJYP","Dialogo","¿Verdad que es precioso? A veces pienso que los animales son los únicos que no juzgan, que solo dan amor.","Isn't he beautiful? Sometimes I think animals are the only ones who don't judge, who only give love."
"t_9fc59be6022d","2daParte:Acto3/Jardinería y pesca/JesalDialogoJYP","Dialogo","Él ni siquiera se come las Hespérides, solo las malas hierbas.  Es un alma inocente.","He doesn't even eat the Hesperides, only the weeds. He's an innocent soul."
"t_a60336660bcf","2daParte:Acto3/Jardinería y pesca/JesalDialogoJYP","Dialogo","Me alegra que estés aquí, Lilith. Al principio, Jase me dijo que desconfiara... pero yo siento que tú también buscas esa pureza, esa conexión verdadera con nosotros.","I'm glad you're here, Lilith. At first, Jase told me not to trust you... but I feel that you're looking for that purity too, that true connection with us."
"t_d256d933173e","2daParte:Acto3/Jardinería y pesca/JesalDialogoJYP","Dialogo","Este lugar nos está sanando a todos, a nuestra manera. Hasta a los más... dañados.","This place is healing all of us, each in our own way. Even the most... damaged."
"t_4e844bc6b335","2daParte:Acto3/Jardinería y pesca/JesalDialogoJYP","Dialogo","Oye, he visto a Cairen buscándote. Parecía tener prisa.","Hey, I saw Cairen looking for you. He seemed to be in a hurry."
"t_9284c5cb29b0","2daParte:Acto3/Jardinería y pesca/JesalDialogoJYP","Dialogo","Mi hermano... Seguro que es algo del cerco. Luego le veré. Primero debo ir a preparar el té de Elara.","My brother... It's probably something about the perimeter. I'll see him later. First I have to go make Elara's tea."
"t_dc3ec68fcfdc","2daParte:Acto3/Jardinería y pesca/JesalDialogoJYP","Dialogo","Cuida de Nube por mí, ¿vale? Sé que estará seguro contigo.","Take care of Nube for me, okay? I know he'll be safe with you."
"t_b8310bbff0de","2daParte:Acto3/Jardinería y pesca/MisionPurificarPlantas","Objetivo de mision","USA EL VIAL DE ALPHA PARA PURIFICAR LAS PLANTAS","USE ALPHA'S VIAL TO PURIFY THE PLANTS"
"t_f015b459e1fd","2daParte:Acto3/Jardinería y pesca/PlantasPurificadas","Dialogo","Has purificado las plantas","You have purified the plants"
"t_a60658772d8f","2daParte:Acto3/NombreZonas/Arbol","Nombre de zona","ÁRBOL","THE TREE"
"t_0b4762406bb1","2daParte:Acto3/NombreZonas/Biblioteca","Nombre de zona","BIBLIOTECA","LIBRARY"
"t_ec89de773a8a","2daParte:Acto3/NombreZonas/Casas","Nombre de zona","CASAS","HOUSES"
"t_487b68571a23","2daParte:Acto3/NombreZonas/CentroDelJardin","Nombre de zona","CENTRO JARDÍN","CENTRAL GARDEN"
"t_0d0c877de347","2daParte:Acto3/NombreZonas/Comedor","Nombre de zona","COMEDOR","DINING HALL"
"t_b85d914b597c","2daParte:Acto3/NombreZonas/Derrumbamiento","Nombre de zona","DERRUMBAMIENTO","COLLAPSE"
"t_867a3fa6892a","2daParte:Acto3/NombreZonas/EntradaBosque","Nombre de zona","ENTRADA BOSQUE","FOREST ENTRANCE"
"t_31ded3a72376","2daParte:Acto3/NombreZonas/EntradaGranero","Nombre de zona","ENTRADA GRANERO","BARN ENTRANCE"
"t_4de66429788e","2daParte:Acto3/NombreZonas/EntradaInvernadero","Nombre de zona","ENTRADA INVERNADERO","GREENHOUSE ENTRANCE"
"t_f050bb675869","2daParte:Acto3/NombreZonas/EntradaJArdin","Nombre de zona","ENTRADA JARDÍN","GARDEN ENTRANCE"
"t_d672dbd7e924","2daParte:Acto3/NombreZonas/Estatuas","Nombre de zona","ESTATUAS","STATUES"
"t_c58bc21627df","2daParte:Acto3/NombreZonas/Fogata","Nombre de zona","FOGATA","CAMPFIRE"
"t_339188ac33af","2daParte:Acto3/NombreZonas/Granero","Nombre de zona","GRANERO","BARN"
"t_e2d6334a86b7","2daParte:Acto3/NombreZonas/HabitacionLilith","Nombre de zona","HABITACIÓN","BEDROOM"
"t_7cfe7ca3a2ed","2daParte:Acto3/NombreZonas/Invernadero","Nombre de zona","INVERNADERO","GREENHOUSE"
"t_0e4befe8cedb","2daParte:Acto3/NombreZonas/JardineriaYPesca","Nombre de zona","JARDINERÍA Y PESCA","GARDENING AND FISHING"
"t_3be6ca69c723","2daParte:Acto3/NombreZonas/Plaza","Nombre de zona","PLAZA","SQUARE"
"t_17837d7da2c4","2daParte:Acto3/NombreZonas/Pozo","Nombre de zona","POZO","THE WELL"
"t_7d4fda08f16e","2daParte:Acto3/Plaza/LilithAlphaPLaza","Dialogo","Lilith, sé que hoy ha sido difícil. Pero has hecho exactamente lo que se esperaba de ti.","Lilith, I know today has been hard. But you did exactly what was expected of you."
"t_db041323cca9","2daParte:Acto3/Plaza/LilithAlphaPLaza","Dialogo","En una familia de verdad, no siempre podemos permitirnos elegir lo que duele menos.","In a true family, we can't always afford to choose what hurts least."
"t_c9722c94c574","2daParte:Acto3/Plaza/LilithAlphaPLaza","Dialogo","A veces, ayudar a la familia implica cargar con decisiones que otros no podrían soportar","Sometimes, helping the Family means carrying decisions others could never bear"
"t_b870409df251","2daParte:Acto3/Plaza/LilithAlphaPLaza","Dialogo","Yo… solo hice lo que era necesario.","I… only did what was necessary."
"t_040db2902651","2daParte:Acto3/Plaza/LilithAlphaPLaza","Dialogo","Y eso dice mucho de ti. Tu árbol crece porque no huyes del peso.","That says much about you. Your tree grows because you don't flee the weight."
"t_7cd50e810d96","2daParte:Acto3/Plaza/LilithAlphaPLaza","Dialogo","Porque entiendes que el bienestar común está por encima del apego individual.","Because you understand that the common good stands above individual attachment."
"t_f652cb3d955f","2daParte:Acto3/Plaza/LilithAlphaPLaza","Dialogo","Amara está destrozada. Y Nira aunque no lo muestre, también está al límite.","Amara is shattered. And Nira, though she doesn't show it, is also at her limit."
"t_4f5618697806","2daParte:Acto3/Plaza/LilithAlphaPLaza","Dialogo","Sé que tú tienes una buena relación con ambas. Te escuchan. Confían en ti.","I know you have a good bond with them both. They listen to you. They trust you."
"t_93ff9c218ce7","2daParte:Acto3/Plaza/LilithAlphaPLaza","Dialogo","Sí… Ellas… confían en mí","Yes… They… trust me"
"t_4f078c1aecf9","2daParte:Acto3/Plaza/LilithAlphaPLaza","Dialogo","Por eso quiero pedirte algo más. Nada duro. Nada cruel. Llévalas a un sitio apartado. Un lugar tranquilo, lejos del ruido del asentamiento.","That is why I want to ask one more thing of you. Nothing harsh. Nothing cruel. Take them somewhere secluded. A quiet place, far from the noise of the settlement."
"t_38a4f96cee41","2daParte:Acto3/Plaza/LilithAlphaPLaza","Dialogo","Cerca del antiguo granero. Que respiren. Que se despejen. Que recuerden que la familia también sabe cuidar.","Near the old barn. Let them breathe. Let them clear their heads. Let them remember the Family knows how to care, too."
"t_2e490ef1f04f","2daParte:Acto3/Plaza/LilithAlphaPLaza","Dialogo","¿Ahora…?","Now…?"
"t_81b7d7446930","2daParte:Acto3/Plaza/LilithAlphaPLaza","Dialogo","Si, mientras estés con ellas, olvida tus tareas, todas. Ya has hecho suficiente por hoy. Confío en ti, Lilith","Yes, while you're with them, forget your duties, all of them. You've done enough for today. I trust you, Lilith"
"t_9c4c7838ebd7","2daParte:Acto3/Plaza/LilithAlphaPLaza","Dialogo","Y la familia también","And so does the Family"
"t_72946c8f6106","2daParte:Acto3/Plaza/LilithAlphaPLaza","Dialogo","Haré lo que haga falta","I'll do whatever it takes"
"t_63b6a46b7f16","2daParte:Acto3/Plaza/MisionBuscarNira","Objetivo de mision","BUSCA A NIRA EN EL LABERINTO","FIND NIRA IN THE MAZE"
"t_e11497ba4eb9","2daParte:Acto3/Pozo/Nota15","Nota de lore","DIRECTIVA DE SEGURIDAD INTERNA — PROTOCOLO DE CONTENCIÓN 
Emite: Delta 

- Objetivo: Localización y neutralización del Sujeto Gamma. 

- Instrucciones urgentes: 

El Sujeto Gamma ha mostrado un rechazo biológico y ha huido del ala de confinamiento. 

Si el sujeto es avistado merodeando, se autoriza el uso de la fuerza física para su inmovilización. No se permite el diálogo. Su mente está fragmentada y sus palabras pueden alterar la paz de los nuevos iniciados. 

Una vez capturada, trasládenla directamente a los aposentos de Alpha, este determinará si su energía aún puede ser devuelta al Árbol o si se procederá a su aislamiento definitivo en la zona de manuscritos. Mantengan el orden. El Árbol vigila.","INTERNAL SECURITY DIRECTIVE — CONTAINMENT PROTOCOL 
Issued by: Delta 

- Objective: Location and neutralization of Subject Gamma. 

- Urgent instructions: 

Subject Gamma has displayed biological rejection and has fled the confinement wing. 

If the subject is sighted wandering the grounds, the use of physical force is authorized to immobilize her. Dialogue is not permitted. Her mind is fragmented and her words may disturb the peace of the new initiates. 

Once captured, transfer her directly to Alpha's quarters; he will determine whether her energy can still be returned to the Tree or whether we proceed to her permanent isolation in the manuscript area. Maintain order. The Tree is watching."
"t_ab90de74de84","2daParte:Acto3/Pozo/SafirasDeLin","Dialogo","Has obtenido ""Bolsa de Safiras de Lin""","You have obtained ""Lin's Bag of Safiras"""
"t_56958c79d5e3","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Cairen...?","Cairen...?"
"t_44d0f4a10077","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","¿Sabes qué me pidieron anoche? La pequeña no podía dormir. Decía que cuando nos fuéramos quería una casa con ventanas grandes.","You know what they asked me last night? The little one couldn't sleep. She said that when we left she wanted a house with big windows."
"t_5b38a2cd9a36","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Yo les dije que sí. Míralas. ¿Ves esos carteles? ¿Traidora? ¿Infiel? ...¿A quién traicionaron? ¿A quién fueron infieles? Yo las traje aquí.","And I said yes. Look at them. You see those signs? Traitor? Unfaithful? ...Who did they betray? Who were they unfaithful to? I brought them here."
"t_d78a0395e06f","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Yo confié. Yo les dije que este lugar era seguro.","I trusted. I told them this place was safe."
"t_1e2ec2119b65","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Opcion de dialogo","No podías saberlo.","You couldn't know."
"t_79d6e9c8407a","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Opcion de dialogo","Esto no fue culpa tuya.","This wasn't your fault."
"t_9327e5577199","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Soy su hermano mayor. Mi trabajo era saberlo.","I'm their big brother. It was my job to know."
"t_fa6fa438e274","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Prometí que nadie las volvería a tocar. Y míralas. Yo iba a sacarlas de aquí mañana.","I promised no one would touch them again. And look at them. I was taking them out tomorrow."
"t_8ec02ec7ac17","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Confiaron en ti.","They trusted you."
"t_63a486805506","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Sí. Confiaron en mí...","Yes. They trusted me..."
"t_7699315e0856","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Fallé. Dime que no fue culpa mía. DÍMELO LILITH. Haz el favor...","I failed. Tell me it wasn't my fault. TELL ME LILITH. Do me that favor..."
"t_992c0216de89","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Opcion de dialogo","¡TE LO MERECES!","YOU DESERVE IT!"
"t_992c0216de89_1d4b","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Opcion de dialogo","¡TE LO MERECES!","YOU DESERVE IT!"
"t_992c0216de89_aea2","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Opcion de dialogo","¡TE LO MERECES!","YOU DESERVE IT!"
"t_ceecccf08637","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Eso pensaba que diría el mundo. Pero no tú. Yo te defendí cuando otros dudaban. Yo dije que tú no eras como ellos. Me equivoqué.","That's what I thought the world would say. But not you. I defended you when others doubted. I said you weren't like them. I was wrong."
"t_dd3f32624d1d","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","¿Sabes qué es lo peor? Que si pudiera volver atrás volvería a traerlas. Porque incluso esto era mejor que el lugar del que huíamos.","You know what the worst part is? That if I could go back, I'd bring them again. Because even this was better than the place we were running from."
"t_c3a7be16b341","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","No te preocupes. No voy a fallarles otra vez. Esta vez sí me pondré delante. Cuida de que alguien te quiera algún día, Lilith.","Don't worry. I won't fail them again. This time I will stand in front. Make sure someone loves you someday, Lilith."
"t_a7ac78aada05","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Porque cuando te quedes sola no vas a poder culpar a nadie. ... Adiós, Lilith.","Because when you're left alone, you won't have anyone to blame. ... Goodbye, Lilith."
"t_5f1e469a3ffa","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Adiós, Cairen","Goodbye, Cairen"
"t_47437a3f48fa","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Cuando alguien jura proteger… y falla… eso tiene nombre. Se llama culpa.","When someone swears to protect… and fails… that has a name. It's called guilt."
"t_fa6fa438e274_24f2","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Prometí que nadie las volvería a tocar. Y míralas. Yo iba a sacarlas de aquí mañana.","I promised no one would touch them again. And look at them. I was taking them out tomorrow."
"t_8ec02ec7ac17_0289","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Confiaron en ti.","They trusted you."
"t_63a486805506_8ae4","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Sí. Confiaron en mí...","Yes. They trusted me..."
"t_7699315e0856_bd0e","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Fallé. Dime que no fue culpa mía. DÍMELO LILITH. Haz el favor...","I failed. Tell me it wasn't my fault. TELL ME LILITH. Do me that favor..."
"t_85a9fbf1546f","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Opcion de dialogo","Te lo mereces","You deserve it"
"t_85a9fbf1546f_db58","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Opcion de dialogo","Te lo mereces","You deserve it"
"t_85a9fbf1546f_8f33","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Opcion de dialogo","Te lo mereces","You deserve it"
"t_ceecccf08637_dcd4","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Eso pensaba que diría el mundo. Pero no tú. Yo te defendí cuando otros dudaban. Yo dije que tú no eras como ellos. Me equivoqué.","That's what I thought the world would say. But not you. I defended you when others doubted. I said you weren't like them. I was wrong."
"t_dd3f32624d1d_2cdd","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","¿Sabes qué es lo peor? Que si pudiera volver atrás volvería a traerlas. Porque incluso esto era mejor que el lugar del que huíamos.","You know what the worst part is? That if I could go back, I'd bring them again. Because even this was better than the place we were running from."
"t_c3a7be16b341_7090","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","No te preocupes. No voy a fallarles otra vez. Esta vez sí me pondré delante. Cuida de que alguien te quiera algún día, Lilith.","Don't worry. I won't fail them again. This time I will stand in front. Make sure someone loves you someday, Lilith."
"t_a7ac78aada05_9ab7","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Porque cuando te quedes sola no vas a poder culpar a nadie. ... Adiós, Lilith.","Because when you're left alone, you won't have anyone to blame. ... Goodbye, Lilith."
"t_5f1e469a3ffa_51ea","2daParte:Acto4/Arbol (1)/CairenArbolHermanas","Dialogo","Adiós, Cairen","Goodbye, Cairen"
"t_b76b67cd30ab","2daParte:Acto4/Arbol (1)/CairenMuertoDialogo","Dialogo","La familia requería este sacrificio.","The Family required this sacrifice."
"t_441022417219","2daParte:Acto4/Arbol (1)/DialogoAntesDeMovimiento ","Dialogo","No puedo... de verdad que no puedo seguir con esto.","I can't... I really can't go through with this."
"t_dbb59e3a2031","2daParte:Acto4/Arbol (1)/DialogoAntesDeMovimiento ","Dialogo","SI PUEDES","YOU CAN"
"t_71a543785a5c","2daParte:Acto4/Arbol (1)/DialogoAntesDeMovimiento ","Dialogo","No... no... no...","No... no... no..."
"t_ecbf9c857825","2daParte:Acto4/Arbol (1)/DialogoAntesDeMovimiento ","Dialogo","SIGUE ADELANTE LILITH","KEEP GOING LILITH"
"t_60f0dbdc60f3","2daParte:Acto4/Arbol (1)/DialogoDuranteElMovimiento","Dialogo","¡DEJA... DE CONTROLARMEEE!","STOP... CONTROLLING MEEE!"
"t_004537f3b1fd","2daParte:Acto4/Arbol (1)/DialogoDuranteElMovimiento","Dialogo","AAAAAAAAAAA","AAAAAAAAAAA"
"t_20b83553cf6a","2daParte:Acto4/Arbol (1)/MisionInteractuarConArbol","Objetivo de mision","INTERACTÚA CON EL ÁRBOL","INTERACT WITH THE TREE"
"t_09e83675fb5d","2daParte:Acto4/Arbol (1)/Nota23","Nota de lore","Para mis hermanitas. Prometedme que pase lo que pase cuando seamos mayores, nunca nos vamos a separar. Aunque el mundo exterior se vuelva gris y papá y mamá ya no estén con nosotras, siempre seremos las tres contra el invierno. Os quiero con todo mi corazón. 

— Cairen.","For my little sisters. Promise me that whatever happens when we are older, we will never be separated. Even if the world outside turns gray and Mom and Dad are no longer with us, it will always be the three of us against the winter. I love you with all my heart. 

— Cairen."
"t_62116c0810cb","2daParte:Acto4/Casas (1)/DeltaLlamaLilith","Dialogo","LILITH","LILITH"
"t_9a3a81a348aa","2daParte:Acto4/Casas (1)/DeltaYLilithDespuesDeLin","Dialogo","Lilith.","Lilith."
"t_0a4e721e5f9e","2daParte:Acto4/Casas (1)/DeltaYLilithDespuesDeLin","Dialogo","Tengo que ver a Alpha.","I have to see Alpha."
"t_b8b9f1367ad6","2daParte:Acto4/Casas (1)/DeltaYLilithDespuesDeLin","Dialogo","No.","No."
"t_238a87f39d78","2daParte:Acto4/Casas (1)/DeltaYLilithDespuesDeLin","Dialogo","Ha pasado algo.","Something happened."
"t_6210553daf48","2daParte:Acto4/Casas (1)/DeltaYLilithDespuesDeLin","Dialogo","Lo sé, ve a la enfermería de Cael. Ahora.","I know, go to Cael's infirmary. Now."
"t_68b8aa4efb7f","2daParte:Acto4/Casas (1)/DeltaYLilithDespuesDeLin","Dialogo","Pero estoy toda manchada de sangre.","But I'm covered in blood."
"t_486e8cf53295","2daParte:Acto4/Casas (1)/DeltaYLilithDespuesDeLin","Dialogo","Di que te has tropezado. Para llegar a la enfermería pasa por la biblioteca.","Say you tripped. To get to the infirmary, go through the library."
"t_9573ec15f91d","2daParte:Acto4/Casas (1)/DeltaYLilithDespuesDeLin","Dialogo","Pero... ¿y Lin?","But... what about Lin?"
"t_e439ae95b2f1","2daParte:Acto4/Casas (1)/DeltaYLilithDespuesDeLin","Dialogo","Yo me encargo de todo. Ve. Tómate esto, te vendrá bien.","I'll take care of everything. Go. Drink this, it'll do you good."
"t_f567770be602","2daParte:Acto4/Casas (1)/DeltaYLilithDespuesDeLin","Dialogo","*Bebes el néctar que te ha dado Delta*","*You drink the Nectar Delta gave you*"
"t_a5d13e8454ef","2daParte:Acto4/Casas (1)/DeltaYLilithDespuesDeLin","Dialogo","Gracias Delta.","Thanks, Delta."
"t_5899edba99f6","2daParte:Acto4/Casas (1)/MisionIrALaEnfermería","Objetivo de mision","LLEGA A LA ENFERMERÍA PASANDO POR LA BIBLIOTECA","REACH THE INFIRMARY THROUGH THE LIBRARY"
"t_01a85de7a197","2daParte:Acto4/CentroDelJardin (1)/CairenJesalJaseCentroJardin","Dialogo","Lilith. Me alegra verte. Ellas son mis hermanas pequeñas. Jase… y Jesal. Bueno, a Jesal ya la conoces","Lilith. Good to see you. These are my little sisters. Jase… and Jesal. Well, you already know Jesal"
"t_e867f3688e23","2daParte:Acto4/CentroDelJardin (1)/CairenJesalJaseCentroJardin","Dialogo","Hola Lilith!","Hi Lilith!"
"t_4f158e0cbce3","2daParte:Acto4/CentroDelJardin (1)/CairenJesalJaseCentroJardin","Dialogo","Siempre han estado conmigo. Desde antes de llegar aquí. Este sitio les ha dado orden. Seguridad. Eso dicen.","They've always been with me. Since before we got here. This place has given them order. Safety. That's what they say."
"t_75b0e546de8b","2daParte:Acto4/CentroDelJardin (1)/CairenJesalJaseCentroJardin","Dialogo","Por cierto, ¿podemos hablar un momento? A solas.","By the way, can we talk for a second? Alone."
"t_13dbbc94aca7","2daParte:Acto4/CentroDelJardin (1)/CairenJesalJaseCentroJardin","Dialogo","Claro, sin problema","Sure, no problem"
